date,match,WON,type,rating,promotion,event,participants
12.12.2020,"Blue Demon Jr., El Hijo de LA Park & LA Park vs. Monster Clown, Murder Clown & Psycho Clown",*1/2,Six Man Tag Team,5.10,Lucha Libre AAA World Wide,AAA TripleMania XXVIII,"Blue Demon Jr., El Hijo de LA Park, LA Park, Monster Clown, Murder Clown, Psycho Clown"
21.11.2021,Damian Priest vs. Shinsuke Nakamura,**1/4,Singles,5.10,World Wrestling Entertainment,WWE Survivor Series 2021 Kickoff,"Damian Priest, Shinsuke Nakamura"
04.01.2022,SHO vs. YOH,***,Singles,5.10,New Japan Pro Wrestling,NJPW Wrestle Kingdom 16 In Tokyo Dome - Tag 1,"SHO, YOH"
09.10.2019,Darby Allin vs. Jimmy Havoc,,Singles,5.09,All Elite Wrestling,NA,"Darby Allin, Jimmy Havoc"
22.11.2015,Charlotte  vs. Paige,,Singles,5.09,World Wrestling Entertainment,NA,"Charlotte, Paige"
17.03.2002,Christian vs. Diamond Dallas Page,,Singles,5.09,World Wrestling Federation,NA,"Christian, Diamond Dallas Page"
20.05.2015,Bayley & Charlotte  vs. Dana Brooke & Emma,,Tag Team,5.09,World Wrestling Entertainment,NA,"Bayley, Charlotte, Dana Brooke, Emma"
03.12.1991,Bret Hart vs. Skinner,,Singles,5.09,World Wrestling Federation,NA,"Bret Hart, Skinner"
11.12.2019,Luchasaurus vs. Sammy Guevara,,Singles,5.09,All Elite Wrestling,NA,"Luchasaurus, Sammy Guevara"
12.11.2020,Amir Jordan & Kenny Williams vs. Primate & Wild Boar,,Tag Team,5.09,World Wrestling Entertainment,NA,"Amir Jordan, Kenny Williams, Primate, Wild Boar"
24.03.2021,"Brian Pillman Jr., Dante Martin & Griff Garrison vs. Cash Wheeler, Dax Harwood & Shawn Spears",,Six Man Tag Team,5.09,All Elite Wrestling,NA,"Brian Pillman Jr., Dante Martin, Griff Garrison, Cash Wheeler, Dax Harwood, Shawn Spears"
07.04.2021,"Doc Gallows, Karl Anderson & Kenny Omega vs. Jon Moxley, Matt Jackson & Nick Jackson",,Six Man Tag Team,5.09,All Elite Wrestling,NA,"Doc Gallows, Karl Anderson, Kenny Omega, Jon Moxley, Matt Jackson, Nick Jackson"
07.04.2021,Bear Boulder & Bear Bronson vs. Jungle Boy  & Luchasaurus,,Tag Team,5.09,All Elite Wrestling,NA,"Bear Boulder, Bear Bronson, Jungle Boy, Luchasaurus"
21.05.2021,"Bayley, Nia Jax & Shayna Baszler vs. Bianca Belair, Natalya & Tamina",,Six Man Tag Team,5.09,World Wrestling Entertainment,NA,"Bayley, Nia Jax, Shayna Baszler, Bianca Belair, Natalya, Tamina"
06.08.2021,Mandy Leon vs. Quinn McKay,,Singles,5.09,Ring Of Honor,NA,"Mandy Leon, Quinn McKay"
03.10.2021,Utami Hayashishita vs. Waka Tsukiyama,,Singles,5.09,World Wonder Ring Stardom,NA,"Utami Hayashishita, Waka Tsukiyama"
17.04.1994,Steve Austin vs. The Great Muta,**3/4,Singles,5.09,World Championship Wrestling,WCW Spring Stampede 1994,"Steve Austin, The Great Muta"
24.09.2020,Hiroshi Tanahashi vs. Toru Yano,*,Singles,5.09,New Japan Pro Wrestling,NJPW G1 Climax 2020 - Tag 4,"Hiroshi Tanahashi, Toru Yano"
03.05.2021,"Dick Togo, EVIL, Taiji Ishimori & Yujiro Takahashi vs. Hiroyoshi Tenzan, Master Wato, Ryusuke Taguchi & Toru Yano",***1/4,Eight Man Tag Team,5.09,New Japan Pro Wrestling,NJPW Wrestling Dontaku 2021 - Tag 1 ,"Dick Togo, EVIL, Taiji Ishimori, Yujiro Takahashi, Hiroyoshi Tenzan, Master Wato, Ryusuke Taguchi, Toru Yano"
08.06.2016,Andrade Almas vs. Tye Dillinger,,Singles,5.08,World Wrestling Entertainment,NA,"Andrade Almas, Tye Dillinger"
11.09.2014,Kalisto & Sin Cara  vs. Konnor & Viktor,,Tag Team,5.08,World Wrestling Entertainment,NA,"Kalisto, Sin Cara, Konnor, Viktor"
10.09.2020,Anna Jay vs. Brandi Rhodes,,Singles,5.08,All Elite Wrestling,NA,"Anna Jay, Brandi Rhodes"
23.09.2020,Diamante      & Ivelisse vs. Hikaru Shida & Thunder Rosa,,Tag Team,5.08,All Elite Wrestling,NA,"Diamante, Ivelisse, Hikaru Shida, Thunder Rosa"
03.11.2020,Akito vs. Danshoku Dino,,Singles,5.08,DDT Pro Wrestling,NA,"Akito, Danshoku Dino"
30.12.2020,Bronson Reed vs. Isaiah Scott,,Singles,5.08,World Wrestling Entertainment,NA,"Bronson Reed, Isaiah Scott"
25.01.2021,Cedric Alexander vs. MVP   vs. Riddle vs. Shelton Benjamin,,Gauntlet,5.08,World Wrestling Entertainment,NA,"Cedric Alexander, MVP, Riddle, Shelton Benjamin"
16.02.2021,Moose     vs. Tommy Dreamer,,Old School Rules,5.08,Impact Wrestling,NA,"Moose, Tommy Dreamer"
10.03.2021,"Dr. Britt Baker DMD, Maki Itoh & Nyla Rose vs. Hikaru Shida, Ryo Mizunami & Thunder Rosa",,Six Man Tag Team,5.08,All Elite Wrestling,NA,"Dr. Britt Baker DMD, Maki Itoh, Nyla Rose, Hikaru Shida, Ryo Mizunami, Thunder Rosa"
25.03.2021,Hikaru Shida & Tay Conti vs. Nyla Rose & The Bunny  ,,Tag Team,5.08,All Elite Wrestling,NA,"Hikaru Shida, Tay Conti, Nyla Rose, The Bunny"
10.06.2021,Andy Wild & Dan Moloney vs. Primate & T-Bone,,Tag Team,5.08,World Wrestling Entertainment,NA,"Andy Wild, Dan Moloney, Primate, T-Bone"
24.07.2021,Konami  vs. Lady C,,Singles,5.08,World Wonder Ring Stardom,NA,"Konami, Lady C"
28.11.2021,Ruaka vs. Waka Tsukiyama,,Singles,5.08,World Wonder Ring Stardom,NA,"Ruaka, Waka Tsukiyama"
12.01.2022,Matt Hardy vs. Penta El Zero Miedo,,Singles,5.08,All Elite Wrestling,NA,"Matt Hardy, Penta El Zero Miedo"
24.06.2020,"DOUKI, Taichi & Zack Sabre Jr. vs. Hiroshi Tanahashi, Kota Ibushi & Ryusuke Taguchi",***3/4,Six Man Tag Team,5.08,New Japan Pro Wrestling,NJPW New Japan Cup 2020 - Tag 5,"DOUKI, Taichi, Zack Sabre Jr., Hiroshi Tanahashi, Kota Ibushi, Ryusuke Taguchi"
26.03.2021,"Bandido  , Flamita & Rey Horus vs. Kaun, Moses & Shane Taylor",**1/4,Six Man Tag Team,5.08,Ring Of Honor,ROH 19th Anniversary Show - Hour One,"Bandido, Flamita, Rey Horus, Kaun, Moses, Shane Taylor"
04.12.2021,"Faby Apache, Lady Shani & Sexy Star  vs. Flammer, Lady Maravilla & La Hiedra",*1/4,Six Man Tag Team,5.08,Lucha Libre AAA World Wide,AAA TripleMania Regia 2021,"Faby Apache, Lady Shani, Sexy Star, Flammer, Lady Maravilla, La Hiedra"
28.10.1989,Mike Rotunda vs. The Z-Man,,Singles,5.07,World Championship Wrestling,NA,"Mike Rotunda, The Z-Man"
15.02.2021,"Cedric Alexander, MVP   & Shelton Benjamin vs. Gran Metalik, Lince Dorado & Riddle",,Six Man Tag Team,5.07,World Wrestling Entertainment,NA,"Cedric Alexander, MVP, Shelton Benjamin, Gran Metalik, Lince Dorado, Riddle"
26.02.2021,Angelo Dawkins & Montez Ford vs. King Corbin & Sami Zayn,,Tag Team,5.07,World Wrestling Entertainment,NA,"Angelo Dawkins, Montez Ford, King Corbin, Sami Zayn"
03.03.2021,Bronson Reed vs. Cameron Grimes,,Singles,5.07,World Wrestling Entertainment,NA,"Bronson Reed, Cameron Grimes"
11.05.2021,Austin Theory vs. Karrion Kross,,Singles,5.07,World Wrestling Entertainment,NA,"Austin Theory, Karrion Kross"
07.06.2021,Erik & Ivar vs. John Morrison vs. Kofi Kingston & Xavier Woods vs. Lince Dorado vs. Mace   & T-BAR vs. Randy Orton & Riddle,,Tag Team Battle Royal,5.07,World Wrestling Entertainment,NA,"Erik, Ivar, John Morrison, Kofi Kingston, Xavier Woods, Lince Dorado, Mace, T-BAR, Randy Orton, Riddle"
24.11.2021,CM Punk vs. QT Marshall,,Singles,5.07,All Elite Wrestling,NA,"CM Punk, QT Marshall"
20.09.2020,SANADA vs. Toru Yano,*1/2,Singles,5.07,New Japan Pro Wrestling,NJPW G1 Climax 2020 - Tag 2,"SANADA, Toru Yano"
03.04.2005,John Bradshaw Layfield vs. John Cena,,Singles,5.06,World Wrestling Entertainment,NA,"John Bradshaw Layfield, John Cena"
22.07.2020,Adam Page vs. Five,,Singles,5.06,All Elite Wrestling,NA,"Adam Page, Five"
22.01.1994,Bam Bam Bigelow vs. Tatanka,,Singles,5.06,World Wrestling Federation,NA,"Bam Bam Bigelow, Tatanka"
18.01.2021,"Bobby Lashley, Cedric Alexander & Shelton Benjamin vs. Gran Metalik, Lince Dorado & Riddle",,Six Man Tag Team,5.06,World Wrestling Entertainment,NA,"Bobby Lashley, Cedric Alexander, Shelton Benjamin, Gran Metalik, Lince Dorado, Riddle"
04.03.2021,Amir Jordan & Kenny Williams vs. Ashton Smith & Oliver Carter,,Tag Team,5.06,World Wrestling Entertainment,NA,"Amir Jordan, Kenny Williams, Ashton Smith, Oliver Carter"
23.07.2021,Doc Gallows & Karl Anderson vs. Ren Narita & Yuji Nagata,,Tag Team,5.06,New Japan Pro Wrestling,NA,"Doc Gallows, Karl Anderson, Ren Narita, Yuji Nagata"
11.09.2021,Koguma vs. Lady C,,Singles,5.06,World Wonder Ring Stardom,NA,"Koguma, Lady C"
19.05.2002,Ric Flair & The Big Show vs. Steve Austin,***1/4,Two On One Handicap,5.06,World Wrestling Entertainment,WWE Judgment Day 2002,"Ric Flair, The Big Show, Steve Austin"
11.08.2019,Kevin Owens vs. Shane McMahon,**,Singles,5.06,World Wrestling Entertainment,WWE SummerSlam 2019,"Kevin Owens, Shane McMahon"
13.06.2021,Mercedes Martinez vs. Xia Li,**1/4,Singles,5.06,World Wrestling Entertainment,WWE NXT TakeOver: In Your House 2021,"Mercedes Martinez, Xia Li"
09.09.2020,Chris Jericho & Jake Hager vs. Joey Janela & Sonny Kiss,,No Disqualification Tag Team,5.05,All Elite Wrestling,NA,"Chris Jericho, Jake Hager, Joey Janela, Sonny Kiss"
14.05.2021,"AZM, Hina & Momo Watanabe vs. Fukigen Death, Konami  & Natsuko Tora",,Six Man Tag Team,5.05,World Wonder Ring Stardom,NA,"AZM, Hina, Momo Watanabe, Fukigen Death, Konami, Natsuko Tora"
08.08.2021,AZM vs. Lady C vs. Unagi Sayaka,,Three Way,5.05,World Wonder Ring Stardom,NA,"AZM, Lady C, Unagi Sayaka"
14.12.2021,Cora Jade vs. Dakota Kai,,Singles,5.05,World Wrestling Entertainment,NA,"Cora Jade, Dakota Kai"
24.02.1991,Terrance Taylor vs. The Z-Man,***1/2,No Disqualification,5.05,World Championship Wrestling,WCW WrestleWar 1991,"Terrance Taylor, The Z-Man"
29.03.1987,Bob Orton & The Magnificent Muraco vs. Rick Martel & Tom Zenk,,Tag Team,5.04,World Wrestling Federation,NA,"Bob Orton, The Magnificent Muraco, Rick Martel, Tom Zenk"
26.03.2021,Matt Taven vs. Vincent   ,,Unsanctioned,5.04,Ring Of Honor,NA,"Matt Taven, Vincent"
20.07.2020,Randy Orton vs. The Big Show,,Unsanctioned,5.03,World Wrestling Entertainment,NA,"Randy Orton, The Big Show"
10.02.2021,Austin Theory vs. Kushida,,Singles,5.03,World Wrestling Entertainment,NA,"Austin Theory, Kushida"
13.11.2021,Taiji Ishimori vs. Yoshinobu Kanemaru,,Singles,5.03,New Japan Pro Wrestling,NA,"Taiji Ishimori, Yoshinobu Kanemaru"
27.11.1991,"Beau Beverly, Blake Beverly, Brian Knobbs & Jerry Sags vs. Butch, Luke, Marty Jannetty & Shawn Michaels",***1/2,Survivor Series Elimination,5.03,World Wrestling Federation,"WWF Survivor Series 1991 - ""The Gravest Challenge""","Beau Beverly, Blake Beverly, Brian Knobbs, Jerry Sags, Butch, Luke, Marty Jannetty, Shawn Michaels"
17.01.1999,Goldberg vs. Scott Hall,***1/2,Stun Gun Ladder,5.03,World Championship Wrestling,WCW Souled Out 1999,"Goldberg, Scott Hall"
07.04.2019,Drew McIntyre vs. Roman Reigns,**,Singles,5.03,World Wrestling Entertainment,WWE WrestleMania 35,"Drew McIntyre, Roman Reigns"
04.03.2021,"Chase Owens, EVIL, Jay White, KENTA & Taiji Ishimori vs. David Finlay, Hiroshi Tanahashi, Juice Robinson, Ryusuke Taguchi & Toa Henare",**1/4,Ten Man Tag Team,5.03,New Japan Pro Wrestling,NJPW 49th Anniversary Show,"Chase Owens, EVIL, Jay White, KENTA, Taiji Ishimori, David Finlay, Hiroshi Tanahashi, Juice Robinson, Ryusuke Taguchi, Toa Henare"
05.01.2022,Brian Pillman Jr. vs. Malakai Black,,Singles,5.02,All Elite Wrestling,NA,"Brian Pillman Jr., Malakai Black"
31.08.2019,Chuck Taylor & Trent vs. Evil Uno & Stu Grayson,**3/4,Tag Team,5.02,All Elite Wrestling,AEW All Out 2019,"Chuck Taylor, Trent, Evil Uno, Stu Grayson"
02.12.2020,Dr. Britt Baker DMD vs. Leyla Hirsch,,Singles,5.01,All Elite Wrestling,NA,"Dr. Britt Baker DMD, Leyla Hirsch"
06.04.2014,Brock Lesnar vs. The Undertaker,*1/2,Singles,5.01,World Wrestling Entertainment,"WWE WrestleMania XXX - ""Let The Good Times Roll""","Brock Lesnar, The Undertaker"
29.08.2014,AJ Styles vs. Brian Myers,,Singles,5.00,Pro Wrestling Guerrilla,NA,"AJ Styles, Brian Myers"
10.10.1999,Stan Lane vs. Tully Blanchard,,Singles,5.00,Heroes Of Wrestling ,NA,"Stan Lane, Tully Blanchard"
20.07.2020,Andrade & Angel Garza vs. Angelo Dawkins & Montez Ford,,Tag Team,5.00,World Wrestling Entertainment,NA,"Andrade, Angel Garza, Angelo Dawkins, Montez Ford"
19.08.2004,Eddie Guerrero & Rey Mysterio vs. Kurt Angle & Luther Reigns,***1/4,Tag Team,5.17,World Wrestling Entertainment,WWE SmackDown #262,"Eddie Guerrero, Rey Mysterio, Kurt Angle, Luther Reigns"
29.04.1996,Koji Kanemoto & Shinjiro Otani vs. Tokimitsu Ishizawa & Yuji Nagata,***1/2,Tag Team,5.17,New Japan Pro Wrestling,NJPW Battle Formation In Tokyo Dome,"Koji Kanemoto, Shinjiro Otani, Tokimitsu Ishizawa, Yuji Nagata"
07.03.1994,Chris Candido vs. Tracy Smothers,****,Ladder,5.17,Smoky Mountain Wrestling,SMW TV #112,"Chris Candido, Tracy Smothers"
02.09.2016,Rey Bucanero vs. Super Crazy,***1/4,Best Two Out Of Three Falls,5.17,Consejo Mundial De Lucha Libre,CMLL 83. Aniversario,"Rey Bucanero, Super Crazy"
29.01.2017,Apollo Crews vs. Baron Corbin vs. Big Cass vs. Big E vs. Braun Strowman vs. Bray Wyatt vs. Brock Lesnar vs. Cesaro vs. Chris Jericho vs. Dean Ambrose vs. Dolph Ziggler vs. Enzo Amore vs. Goldberg vs. Jack Gallagher vs. James Ellsworth vs. Kalisto vs. Kofi Kingston vs. Luke Harper vs. Mark Henry vs. Mojo Rawley vs. Randy Orton vs. Roman Reigns vs. Rusev vs. Sami Zayn vs. Sheamus vs. The Big Show vs. The Miz vs. The Undertaker vs. Tye Dillinger vs. Xavier Woods,***3/4,Royal Rumble,5.17,World Wrestling Entertainment,WWE Royal Rumble 2017,"Apollo Crews, Baron Corbin, Big Cass, Big E, Braun Strowman, Bray Wyatt, Brock Lesnar, Cesaro, Chris Jericho, Dean Ambrose, Dolph Ziggler, Enzo Amore, Goldberg, Jack Gallagher, James Ellsworth, Kalisto, Kofi Kingston, Luke Harper, Mark Henry, Mojo Rawley, Randy Orton, Roman Reigns, Rusev, Sami Zayn, Sheamus, The Big Show, The Miz, The Undertaker, Tye Dillinger, Xavier Woods"
07.11.1985,Adrian Adonis vs. The Dynamite Kid,***1/4,Singles,5.17,World Wrestling Federation,WWF The Wrestling Classic,"Adrian Adonis, The Dynamite Kid"
25.10.1998,Disco Inferno vs. Kidman,**1/4,Singles,5.17,World Championship Wrestling,WCW/nWo Halloween Havoc 1998,"Disco Inferno, Kidman"
16.10.2020,Jeff Cobb vs. Yujiro Takahashi,***,Singles,5.17,New Japan Pro Wrestling,NJPW G1 Climax 2020 - Tag 17,"Jeff Cobb, Yujiro Takahashi"
16.01.2021,Deonna Purrazzo vs. Taya Valkyrie,**1/4,Singles,5.17,Impact Wrestling,Impact Wrestling Hard To Kill 2021,"Deonna Purrazzo, Taya Valkyrie"
23.01.2021,Great-O-Khan & Will Ospreay vs. Hiroyoshi Tenzan & Satoshi Kojima,**3/4,Tag Team,5.17,New Japan Pro Wrestling,NJPW Road To The New Beginning 2021 - Tag 5,"Great-O-Khan, Will Ospreay, Hiroyoshi Tenzan, Satoshi Kojima"
23.01.2000,Chris Jericho vs. Chyna vs. Hardcore Holly,,Triple Threat,5.16,World Wrestling Federation,NA,"Chris Jericho, Chyna, Hardcore Holly"
07.11.2020,Hikari Noa vs. Yuki Kamifuku,,Singles,5.16,Tokyo Joshi Pro-Wrestling,NA,"Hikari Noa, Yuki Kamifuku"
28.01.2021,Josh Morrell vs. Sha Samuels,,Singles,5.16,World Wrestling Entertainment,NA,"Josh Morrell, Sha Samuels"
26.04.2021,"Damian Priest, Kofi Kingston & Xavier Woods vs. Elias , Jaxson Ryker & The Miz",,Six Man Tag Team,5.16,World Wrestling Entertainment,NA,"Damian Priest, Kofi Kingston, Xavier Woods, Elias, Jaxson Ryker, The Miz"
07.08.2021,Ruaka vs. Tam Nakano,,Singles,5.16,World Wonder Ring Stardom,NA,"Ruaka, Tam Nakano"
15.12.2021,Penelope Ford vs. Tay Conti,,Submission,5.16,All Elite Wrestling,NA,"Penelope Ford, Tay Conti"
21.12.2021,Brutus Creed & Julius Creed vs. James Drake  & Zack Gibson,,Tag Team,5.16,World Wrestling Entertainment,NA,"Brutus Creed, Julius Creed, James Drake, Zack Gibson"
28.01.2022,Big E & Kofi Kingston vs. Happy Corbin & Madcap Moss,,Tag Team,5.16,World Wrestling Entertainment,NA,"Big E, Kofi Kingston, Happy Corbin, Madcap Moss"
22.01.1995,Adam Bomb vs. Aldo Montoya vs. Bart Gunn vs. Billy Gunn vs. Bob Backlund vs. Butch vs. Crush vs. Dick Murdoch vs. Doink    vs. Duke Droese vs. Eli Blu vs. Fatu vs. Henry O. Godwinn vs. Jacob Blu vs. Jimmy del Ray vs. King Kong Bundy vs. Kwang vs. Lex Luger vs. Luke vs. Mabel vs. Mantaur vs. Mo vs. Owen Hart vs. Rick Martel vs. Shawn Michaels vs. Sionne vs. Steven Dunn vs. The British Bulldog vs. Timothy Well vs. Tom Prichard,***1/2,Royal Rumble,5.16,World Wrestling Federation,WWF Royal Rumble 1995,"Adam Bomb, Aldo Montoya, Bart Gunn, Billy Gunn, Bob Backlund, Butch, Crush, Dick Murdoch, Doink, Duke Droese, Eli Blu, Fatu, Henry O. Godwinn, Jacob Blu, Jimmy del Ray, King Kong Bundy, Kwang, Lex Luger, Luke, Mabel, Mantaur, Mo, Owen Hart, Rick Martel, Shawn Michaels, Sionne, Steven Dunn, The British Bulldog, Timothy Well, Tom Prichard"
30.07.2001,Booker T vs. Kurt Angle,,Singles,5.15,World Wrestling Federation,NA,"Booker T, Kurt Angle"
17.07.2020,Big E vs. Cesaro,,Singles,5.15,World Wrestling Entertainment,NA,"Big E, Cesaro"
24.06.2020,Colt Cabana & Mr. Brodie Lee vs. Joey Janela & Sonny Kiss,,Tag Team,5.15,All Elite Wrestling,NA,"Colt Cabana, Mr. Brodie Lee, Joey Janela, Sonny Kiss"
12.12.2020,Chris Bey vs. Clark Connors,,Singles,5.15,New Japan Pro Wrestling,NA,"Chris Bey, Clark Connors"
26.03.2021,Dolph Ziggler vs. Rey Mysterio,,Singles,5.15,World Wrestling Entertainment,NA,"Dolph Ziggler, Rey Mysterio"
14.06.2021,Charlotte Flair vs. Nikki Cross,,Singles,5.15,World Wrestling Entertainment,NA,"Charlotte Flair, Nikki Cross"
25.07.2021,Hanan & Hina vs. Rina & Ruaka,,Tag Team,5.15,World Wonder Ring Stardom,NA,"Hanan, Hina, Rina, Ruaka"
15.08.2021,Hikaru Sato vs. Yoshitatsu,,Singles,5.15,All Japan Pro Wrestling,NA,"Hikaru Sato, Yoshitatsu"
15.11.2021,Bobby Lashley vs. Rey Mysterio,,Singles,5.15,World Wrestling Entertainment,NA,"Bobby Lashley, Rey Mysterio"
10.01.2022,"Angelo Dawkins, Damian Priest & Montez Ford vs. Apollo Crews, Dolph Ziggler & Robert Roode",,Six Man Tag Team,5.15,World Wrestling Entertainment,NA,"Angelo Dawkins, Damian Priest, Montez Ford, Apollo Crews, Dolph Ziggler, Robert Roode"
01.10.2020,Juice Robinson vs. Toru Yano,*1/2,Singles,5.15,New Japan Pro Wrestling,NJPW G1 Climax 2020 - Tag 8,"Juice Robinson, Toru Yano"
16.06.2003,Booker T & Goldberg vs. Chris Jericho & Christian,,Tag Team,5.14,World Wrestling Entertainment,NA,"Booker T, Goldberg, Chris Jericho, Christian"
20.05.2007,John Cena vs. The Great Khali,,Singles,5.14,World Wrestling Entertainment,NA,"John Cena, The Great Khali"
01.04.2012,Kane vs. Randy Orton,,Singles,5.14,World Wrestling Entertainment,NA,"Kane, Randy Orton"
27.10.1992,Irwin R. Schyster & Ted DiBiase vs. Randy Savage & The Ultimate Warrior,,Tag Team,5.14,World Wrestling Federation,NA,"Irwin R. Schyster, Ted DiBiase, Randy Savage, The Ultimate Warrior"
13.08.2020,Ariya Daivari vs. Jake Atlas,,Singles,5.14,World Wrestling Entertainment,NA,"Ariya Daivari, Jake Atlas"
12.08.2020,Lee Johnson vs. Ricky Starks,,Singles,5.14,All Elite Wrestling,NA,"Lee Johnson, Ricky Starks"
02.04.1989,Bret Hart & Jim Neidhart vs. Greg Valentine & The Honky Tonk Man,,Tag Team,5.14,World Wrestling Federation,NA,"Bret Hart, Jim Neidhart, Greg Valentine, The Honky Tonk Man"
19.12.1985,Mr. Fuji & The Magnificent Muraco vs. Ricky Steamboat & The Junkyard Dog,,Tag Team,5.14,World Wrestling Federation,NA,"Mr. Fuji, The Magnificent Muraco, Ricky Steamboat, The Junkyard Dog"
11.09.2020,Alexa Bliss vs. Lacey Evans vs. Nikki Cross vs. Tamina,,Fatal Four Way,5.14,World Wrestling Entertainment,NA,"Alexa Bliss, Lacey Evans, Nikki Cross, Tamina"
16.03.1997,Glacier vs. Mortis,,Singles,5.14,World Championship Wrestling,NA,"Glacier, Mortis"
15.11.1986,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,,Tag Team,5.14,World Wrestling Federation,NA,"B. Brian Blair, Jim Brunzell, Bret Hart, Jim Neidhart"
27.10.1992,Bret Hart vs. Papa Shango,,Singles,5.14,World Wrestling Federation,NA,"Bret Hart, Papa Shango"
24.09.1995,Dean Douglas vs. Razor Ramon,,Singles,5.14,World Wrestling Federation,NA,"Dean Douglas, Razor Ramon"
02.02.2021,Chris Bey & Moose     vs. Rich Swann & Tommy Dreamer,,Tag Team,5.14,Impact Wrestling,NA,"Chris Bey, Moose, Rich Swann, Tommy Dreamer"
20.02.2021,Big Guns Joe vs. Warren Banks,,Singles,5.14,PROGRESS Wrestling,NA,"Big Guns Joe, Warren Banks"
21.02.2021,Hikari Noa & Sena Shiori vs. Mahiro Kiryu & Yuki Kamifuku,,Tag Team,5.14,Tokyo Joshi Pro-Wrestling,NA,"Hikari Noa, Sena Shiori, Mahiro Kiryu, Yuki Kamifuku"
27.02.2021,Haruna Neko vs. Hyper Misao vs. Marika Kobashi,,Three Way,5.14,Tokyo Joshi Pro-Wrestling,NA,"Haruna Neko, Hyper Misao, Marika Kobashi"
13.05.2021,David Finlay vs. Karl Anderson,,Singles,5.14,Impact Wrestling,NA,"David Finlay, Karl Anderson"
14.05.2021,El Phantasmo & Hikuleo vs. Fred Rosser & Lio Rush,,Tag Team,5.14,New Japan Pro Wrestling,NA,"El Phantasmo, Hikuleo, Fred Rosser, Lio Rush"
15.05.2021,Lady C vs. Unagi Sayaka,,Singles,5.14,World Wonder Ring Stardom,NA,"Lady C, Unagi Sayaka"
21.06.2021,Bronson Reed vs. Drew Gulak,,Singles,5.14,World Wrestling Entertainment,NA,"Bronson Reed, Drew Gulak"
07.07.2021,Kris Statlander & Orange Cassidy vs. The Blade      & The Bunny  ,,Mixed Tag Team,5.14,All Elite Wrestling,NA,"Kris Statlander, Orange Cassidy, The Blade, The Bunny"
15.07.2021,Doc Gallows vs. Fallah Bahh vs. Joe Doering vs. Willie Mack,,Four Way,5.14,Impact Wrestling,NA,"Doc Gallows, Fallah Bahh, Joe Doering, Willie Mack"
23.07.2021,Flip Gordon vs. World Famous CB,,Singles,5.14,Ring Of Honor,NA,"Flip Gordon, World Famous CB"
27.07.2021,Kai Fujimura & Kinya Okada vs. Masa Kitamiya & Yasutaka Yano,,Tag Team,5.14,Pro Wrestling NOAH,NA,"Kai Fujimura, Kinya Okada, Masa Kitamiya, Yasutaka Yano"
04.08.2021,Michiko Miyagi vs. Momoka Hanazono,,Singles,5.14,GLEAT,NA,"Michiko Miyagi, Momoka Hanazono"
10.08.2021,"Chase Owens, El Phantasmo & Taiji Ishimori vs. Robbie Eagles, Tiger Mask & Toru Yano",,Six Man Tag Team,5.14,New Japan Pro Wrestling,NA,"Chase Owens, El Phantasmo, Taiji Ishimori, Robbie Eagles, Tiger Mask, Toru Yano"
13.08.2021,Holidead vs. Max The Impaler,,Singles,5.14,Ring Of Honor,NA,"Holidead, Max The Impaler"
29.08.2021,Mai Sakurai vs. Momo Watanabe,,Singles,5.14,World Wonder Ring Stardom,NA,"Mai Sakurai, Momo Watanabe"
12.11.2021,Atticus Cogar & Eddy Only vs. Jordan Oliver & Nick Wayne,,Tag Team,5.14,Game Changer Wrestling,NA,"Atticus Cogar, Eddy Only, Jordan Oliver, Nick Wayne"
